area,cement_kg,steel_kg,labor_hours,location_index,total_cost
1736,318,45504,479,0,1509678
1374,309,49072,571,0,1136958
1336,300,48624,657,2,1431270
2425,316,46550,678,2,2293245
2922,315,42195,903,0,2509476
1185,308,48939,957,0,1183288
1274,356,46694,890,1,1334499
1217,352,43332,984,1,1372588
1738,308,47855,965,1,1734237
1754,358,46651,736,0,1569808
1675,354,48991,920,1,1532533
1562,308,43517,725,0,1460833
2002,311,46534,571,2,1982887
2005,354,44697,483,1,1888951
1463,340,49949,923,0,1262607
824,314,46454,880,0,865799
2790,301,45107,943,2,2673087
2003,310,43057,817,2,2045683
1509,310,47207,738,2,1605115
2679,307,44705,719,2,2509848
1984,354,44063,703,1,1798988
1084,331,44792,671,2,1216575
862,305,42420,513,0,831133
1802,352,46648,806,0,1664206
1461,319,44814,425,0,1194919
2292,338,44840,636,0,1996956
1766,334,47245,709,0,1502385
1648,307,43031,632,2,1677747
1907,349,49639,948,0,1680243
1488,348,43491,664,2,1472798
947,342,46975,412,2,1152321
1141,333,43885,895,2,1243730
1886,356,46947,715,2,1842460
2524,352,42509,783,1,2296632
2183,358,49569,715,1,1908136
1126,355,43859,655,1,1193205
2592,318,49343,840,1,2327398
2559,306,47859,514,1,2219077
1789,330,47061,698,0,1638225
1751,317,43858,523,1,1558842
1522,339,42913,655,0,1392223
2879,313,47486,446,0,2413976
1228,338,47607,862,2,1379325
2300,359,44065,749,2,2209336
1085,352,48199,522,2,1201250
2865,359,44966,430,1,2386591
1568,358,47154,454,0,1324103
2194,335,49045,552,1,1941591
993,316,48773,855,2,1241453
1787,336,46889,685,2,1796020
1936,343,45837,435,0,1658101
2961,308,49892,655,0,2612970
2501,357,43596,577,2,2237186
1746,319,49767,947,1,1777850
1630,344,47902,653,1,1557179
2720,356,46442,907,0,2342085
854,327,43055,420,2,961141
1599,349,47003,474,1,1471242
1577,319,43023,859,0,1528656
2281,340,45204,577,0,1973679
2701,335,42575,781,0,2372330
2934,352,42198,436,1,2519111
854,326,49423,519,0,813800
2623,307,43365,400,1,2343551
2001,331,49834,710,0,1820641
1632,300,43998,607,1,1479412
1112,316,47350,553,2,1261163
2658,356,48444,714,1,2384551
2807,308,43016,706,2,2624770
2806,319,45618,903,0,2419511
2590,344,42025,919,1,2453493
1127,331,43558,496,0,1034714
2087,301,45724,889,2,2037622
2943,331,49641,406,0,2432667
1911,344,45458,411,0,1675716
2111,308,45356,913,0,1927411
1251,329,48593,748,2,1375737
2323,319,44367,406,2,2140645
964,337,48299,899,1,1120436
981,359,42470,874,1,1055488
1709,300,44467,923,1,1642423
1622,359,49280,456,1,1637982
1743,356,46746,989,0,1633609
2801,304,49589,985,2,2653847
2854,334,42885,632,2,2608371
1129,335,47025,429,0,999939
1574,300,47840,766,1,1594577
2998,313,48978,455,2,2751376
946,308,42875,409,0,825840
1714,329,42941,546,0,1484641
2371,323,45041,763,1,2104282
2108,303,49765,998,1,2019285
881,349,47404,652,2,859004
1313,313,42571,652,2,1323653
2720,324,46149,842,1,2469829
2739,303,42604,739,2,2427181
1545,324,46420,915,1,1654051
2209,309,49113,752,0,1893628
1506,334,45529,722,0,1394642
1270,354,46980,539,0,1209587
1195,306,46360,844,2,1358164
2355,341,42381,494,1,2103832
1604,312,43236,952,0,1465134
1733,303,44380,819,0,1503884
2079,349,49177,913,2,2044386
2557,342,47477,549,2,2382399
1704,356,48346,952,0,1574937
1876,335,45779,750,2,1824381
2690,355,44105,515,2,2530332
2323,313,43517,636,2,2134073
2187,317,43533,669,2,2133348
2103,307,47887,690,1,1983073
1392,331,45294,833,2,1513180
2906,326,45440,408,2,2710438
927,341,49859,874,1,1058714
1535,336,45489,921,2,1702487
1320,322,45945,936,2,1330552
1036,306,46642,410,0,977661
2104,311,42870,726,0,1877520
2581,324,44150,994,0,2310957
2101,302,45232,675,1,1966282
2851,325,47319,769,2,2631526
1241,303,45231,889,1,1328216
2876,341,45766,744,1,2660295
1604,335,46960,767,2,1564154
874,314,45207,710,2,1120917
2975,331,48061,884,0,2571715
2889,328,46493,414,2,2582070
2179,309,47857,403,1,1883507
840,320,46487,775,0,866640
2881,353,45826,768,1,2659760
2500,315,48249,864,2,2373928
2201,346,49750,932,0,2002809
1387,318,43612,536,2,1436536
2422,328,43077,762,0,2028533
1141,351,43300,615,0,1048713
2874,350,44158,767,0,2441281
1445,317,44271,516,2,1428803
1530,357,48218,578,0,1340755
967,343,48649,645,0,908697
1409,356,49181,527,2,1505646
2572,315,48913,757,1,2330820
2840,300,44529,477,2,2516610
1254,347,45260,692,2,1423804
2508,301,42363,481,0,2141141
1501,355,48382,741,2,1585633
2399,314,47520,737,2,2330728
929,338,42845,977,2,1158704
2645,327,45032,495,0,2209033
2186,300,43327,544,2,2094261
1492,304,45162,976,0,1439662
2194,341,42391,920,2,2179560
1593,321,45255,796,0,1494726
828,352,47136,756,0,840936
948,335,49108,585,2,1047281
2119,345,44059,942,1,1973797
2858,312,45237,550,2,2685154
1936,300,44046,718,1,1813441
986,315,46241,458,0,844398
2050,354,43305,409,1,1782737
2133,340,47668,523,1,1865819
897,321,49749,755,0,930817
854,331,48312,745,1,969069
1557,315,44894,636,2,1685276
1205,350,48313,732,1,1261538
2916,314,44032,416,0,2467917
2112,357,42764,823,1,2075818
2585,345,47465,723,0,2186156
1550,351,42498,422,0,1271188
2562,341,49627,858,2,2470857
1164,352,45368,859,0,1112933
2826,311,48062,920,1,2580033
1281,359,47261,956,2,1499914
953,300,44944,820,2,1183972
2324,352,49952,802,1,2218021
2920,316,47856,730,1,2557181
1840,340,49862,856,2,1910054
2464,354,45804,882,0,2131255
2040,350,49220,897,2,2117268
860,356,46213,426,2,1018027
1738,349,46460,796,2,1797039
2439,327,49838,587,0,2060833
2889,306,48077,539,1,2512538
824,308,42135,920,1,983077
1862,321,49581,491,1,1796221
930,325,43100,476,0,938879
2052,352,43871,643,0,1810111
907,311,46033,487,1,922088
971,306,48700,693,1,1064215
2258,345,46113,494,1,2089784
901,346,47986,652,1,983888
2436,314,46012,950,0,2139737
1840,337,48546,798,1,1787260
1129,320,42204,453,2,1202036
2320,313,46594,642,1,2086953
811,301,44371,509,0,767280
2141,307,46690,620,2,2090149
1015,344,42561,963,2,1214929
1138,354,47400,561,2,1243179
2599,305,49333,434,0,2193356
2550,336,45314,436,1,2229440
2308,336,45960,769,0,2099073
1509,356,44526,576,0,1436798
2023,332,44211,920,2,2008280
1912,340,44371,674,2,1845956
2091,305,49735,504,0,1770623
1288,351,48694,555,2,1386110
2361,325,48974,735,0,2052647
846,338,46735,425,2,919433
1577,340,48022,695,1,1514611
1839,336,44681,936,1,1800021
1510,313,44806,754,1,1528162
1200,336,45769,468,2,1362822
2617,307,44255,726,2,2436171
1049,338,46410,550,1,1039569
1190,312,48447,976,0,1155117
1134,312,42900,719,0,1023612
1428,339,48382,851,1,1399375
936,342,43750,969,2,1129360
2321,327,46899,511,0,1996384
1626,357,45295,861,0,1453736
1526,317,45159,761,0,1434600
2300,356,47656,602,2,2240422
1789,318,43452,886,0,1572353
1734,337,43243,879,0,1518926
1201,331,44322,403,1,1135584
2266,321,43670,528,2,2118750
1414,301,44027,425,1,1398955
2096,359,49097,426,0,1782342
1982,312,43768,441,2,1914762
1921,322,48096,982,2,1975003
930,324,47185,463,1,913489
1994,327,45663,424,1,1788381
982,357,47542,471,2,1101764
1163,310,44302,881,2,1345409
838,332,48268,667,1,853514
2172,323,43169,494,0,1827137
1720,301,46710,794,2,1755096
815,329,44432,763,0,803512
1292,316,48590,714,1,1226950
2249,339,42386,516,2,2087464
1931,333,44430,563,1,1708869
1110,337,45348,976,2,1373632
1538,321,43405,705,2,1575808
1345,304,42123,599,1,1311936
1050,347,45997,579,1,1028804
1558,339,49434,757,0,1431228
2604,350,47909,651,1,2370444
2097,315,49278,698,1,1892067
2431,312,45452,829,0,2086058
2714,325,45896,403,1,2347859
1613,330,43624,653,0,1371858
828,351,43181,978,0,898879
1757,338,42727,966,1,1757922
2832,347,49039,495,0,2315225
1276,322,45884,566,0,1198737
1117,347,49715,730,0,1106007
1044,311,45670,461,1,905474
1547,313,43141,573,1,1416977
1496,355,44375,652,0,1319059
1071,317,46031,860,1,1177672
2571,326,48837,614,2,2422682
2062,327,49235,638,0,1752227
1065,317,49601,814,2,1316839
1720,315,42358,525,1,1565982
1139,351,49146,652,2,1222302
1188,315,45742,596,1,1131881
2850,312,44844,812,1,2553555
1965,357,46538,855,0,1810712
1175,328,44211,453,2,1206356
2833,308,42972,738,0,2444118
945,325,42360,758,2,1138253
2781,327,44632,550,1,2454040
1092,340,45190,499,1,1111024
1231,312,46948,633,0,1176999
1504,335,49154,943,2,1627114
2798,308,49362,461,2,2603274
1198,346,43624,595,1,1144059
1763,313,45928,941,0,1596732
2841,350,47707,505,1,2441128
2628,311,43756,694,1,2388520
2908,352,49818,850,0,2580073
1738,357,47119,933,2,1784078
1509,356,48003,555,2,1554877
1606,331,48026,805,1,1492425
2263,337,42240,953,2,2223151
2125,302,49676,971,0,1830609
810,357,46761,774,2,1028357
1885,356,48708,988,2,1832102
2668,353,47261,854,1,2512300
1571,351,48975,601,2,1596915
2394,315,42975,851,0,2100955
2407,319,48135,586,1,2258980
2133,331,48174,767,0,1884470
1684,355,46318,739,2,1636906
2189,322,47923,661,2,2082751
1025,316,44313,988,1,1235090
1624,315,43305,942,0,1462917
1736,337,42787,950,2,1777901
2711,307,44428,705,2,2606928
2596,318,42555,564,1,2271205
853,329,44109,487,2,995889
1526,356,48856,599,2,1630808
2344,357,46942,670,2,2203056
1843,333,48664,450,0,1545988
2713,313,47190,888,0,2276218
2576,321,44649,597,0,2145568
2396,343,43559,422,2,2178535
2714,316,46235,622,1,2397867
1649,359,49483,620,1,1583962
2909,358,43363,665,1,2580204
802,314,45959,472,0,694718
959,349,42589,476,0,952131
1580,347,43749,943,0,1419223
1692,331,48671,834,0,1631999
2830,312,42540,464,2,2584217
1379,320,49583,756,1,1427626
2733,348,49634,417,1,2418657
2180,339,44422,965,0,2033679
2090,332,42290,974,1,1985460
2440,356,44090,835,1,2227880
1751,357,45935,840,0,1606479
1787,326,45958,408,0,1518331
2018,334,49220,869,0,1832500
1720,315,45859,747,0,1623226
2155,327,43255,771,2,2014350
969,333,47331,574,1,1007581
1320,346,42007,914,2,1570330
2286,300,43657,529,1,2034450
839,340,46578,965,2,1136544
2360,347,48185,692,0,2092099
2218,330,46428,752,2,2074050
1754,335,43256,623,0,1563716
1783,343,49237,923,0,1644057
1774,332,45950,908,2,1981113
837,332,43039,767,1,812604
2074,338,44116,989,2,1997283
1999,317,48196,899,0,1788233
2425,322,42684,489,0,2040287
1713,359,46018,471,1,1542977
1253,322,47089,832,1,1248622
836,314,43797,747,1,972493
2511,325,49546,662,0,2120394
1595,329,43824,670,2,1603777
1772,324,45534,908,1,1769803
1392,344,48670,907,0,1359223
1937,315,47901,819,2,1910061
2124,338,47798,471,1,1841798
1117,347,42062,473,2,1253720
2962,344,42260,902,2,2724433
2146,313,45571,973,0,1996199
2391,316,45192,545,0,2063088
2689,311,46953,445,0,2250781
2887,328,47359,504,2,2653460
2796,331,43488,508,1,2361697
2572,355,43130,716,1,2396874
2112,323,48126,520,1,1904103
2085,351,46275,898,0,1878125
1015,312,49183,442,1,992095
2939,355,42354,498,1,2564247
2504,319,47029,710,0,2245752
1162,314,49476,613,1,1159346
2516,355,44774,862,1,2286545
1993,352,42588,822,1,1914818
1155,303,47856,788,2,1317056
990,353,42604,511,2,1193798
1499,333,44228,671,0,1253663
2854,327,42173,501,0,2380942
2980,349,48497,609,2,2656858
1356,301,42353,421,0,1249854
1625,356,45290,558,0,1369318
1854,346,49822,742,1,1770371
1225,329,47434,799,0,1095648
2374,325,42433,853,0,2065325
2929,350,44952,542,1,2523829
1388,346,48425,796,1,1391398
2812,325,42258,935,2,2758478
2347,319,42867,540,0,1934563
1094,341,44606,639,1,1067629
2785,327,48148,691,0,2417213
2047,355,45645,481,0,1748472
2348,319,48099,959,2,2227328
2490,310,42595,570,2,2302207
1936,357,47764,979,2,1891544
2056,309,42393,925,2,2024981
2864,322,46431,941,2,2651551
1159,336,44110,509,1,1165757
1499,340,45864,611,2,1575143
1247,351,46139,837,1,1154468
1474,318,44200,721,2,1549073
1807,344,45997,483,1,1548840
2149,317,45853,775,0,1894950
1385,348,46949,452,2,1500071
2056,326,45754,895,1,1927257
2047,305,49323,655,2,2001577
1793,309,49645,985,1,1788683
2235,301,46370,619,1,2070159
1371,323,45429,499,2,1459014
2045,337,46521,528,1,1884860
2884,327,49699,618,0,2414434
1788,327,46578,876,2,1858829
1077,352,42213,857,0,1129317
2019,344,44126,421,1,1845259
2687,349,42138,959,1,2472571
1283,338,47045,728,2,1309861
2065,301,46193,879,0,1794314
1530,345,45960,738,0,1357507
1840,304,42663,578,2,1752132
1717,349,48341,820,0,1551666
1685,310,44832,881,2,1697754
821,309,48299,448,2,1009993
1273,342,43073,429,1,1205670
1503,358,46574,484,1,1365973
1486,301,48371,901,0,1342751
1084,314,46022,945,2,1279923
1515,338,49624,728,2,1565354
1562,340,48665,833,2,1640154
2050,336,48292,987,2,2046700
1747,306,47177,648,1,1733117
1830,319,42161,533,0,1633596
828,333,49006,764,1,893746
1706,334,43500,974,2,1683364
2926,333,45178,824,0,2508769
1369,352,47546,814,0,1223500
2806,321,46490,911,2,2561274
2253,330,46896,784,2,2212311
1537,322,42185,787,1,1506800
1315,318,46653,848,1,1398292
2800,303,43980,963,2,2648452
838,323,46541,702,2,1020675
1686,319,49808,498,1,1505602
1898,338,45988,705,0,1649599
2623,327,42829,956,0,2220515
2510,353,45519,441,0,2170348
1773,338,48230,867,1,1647680
2362,316,47368,839,2,2288972
1788,318,45511,726,0,1583716
820,353,45328,968,2,1091215
1668,347,45348,432,1,1544407
883,334,47909,811,1,923952
2482,331,44485,513,2,2292564
2776,346,46611,907,2,2687499
2210,345,47696,455,2,2039861
2330,346,47042,955,2,2334878
1369,345,43225,751,0,1300053
1733,338,47694,728,2,1760634
2780,356,47774,945,0,2398613
2655,334,46851,669,1,2392808
1592,329,49971,595,0,1388532
1591,316,44844,812,2,1710715
2609,341,49347,478,0,2140415
2094,346,44733,482,1,1908773
2407,328,46420,536,2,2255279
1883,305,45996,938,1,1830276
1784,359,44670,705,1,1726505
2480,316,46782,710,2,2302065
1319,316,43498,787,0,1188293
1390,313,43688,948,1,1432387
1850,323,48095,905,2,1930191
2509,356,44447,787,1,2274384
2835,349,42867,692,0,2500031
1148,356,46312,578,1,1141433
1759,336,48952,828,1,1658915
2763,339,45008,923,1,2539163
1492,338,45524,711,1,1429944
2359,354,47096,479,0,1978724
1177,331,49571,413,2,1258707
1326,335,48084,453,1,1319551
2059,349,47027,846,0,1853669
2675,336,44012,464,1,2359416
2563,347,42239,771,1,2422353
1320,313,49905,902,1,1391863
2501,326,47305,969,0,2198705
1816,358,42047,495,1,1729039
1813,318,46049,932,1,1745328
916,330,45457,659,2,1115823
2167,345,45279,984,0,1979184
1383,308,45228,647,2,1455856
1194,337,43248,526,2,1245366
1887,316,43167,898,2,1907938
871,318,45490,445,2,982544
1073,343,49278,667,1,1127043
2813,303,49997,941,2,2679873
2143,347,46970,493,0,1736516
1137,356,43897,715,1,1191672
2189,310,45536,470,2,2211517
1406,321,44179,992,2,1527830
965,303,46720,848,0,1010868
2367,316,47955,766,0,2104493
2858,307,43970,809,2,2585832
2124,345,46696,490,2,2044004
1528,358,44720,908,2,1584340
2843,333,44381,927,2,2671012
901,310,43943,509,2,969529
2215,330,45146,488,0,1912728
1578,310,47912,671,0,1399839
1013,355,45483,646,1,1129162
1911,353,49686,760,1,1735439
2376,355,45696,777,0,2123954
2495,337,48179,605,1,2259735
1391,352,44825,744,2,1440765
2133,320,47744,854,1,1920694
1909,345,43827,466,2,1827536
2939,329,42222,957,2,2775104
1513,309,43746,442,1,1365345
1735,325,42529,628,1,1586652
2751,326,48384,843,2,2640061
1041,307,42133,633,0,939889
2843,338,45803,598,1,2544475
801,307,46486,896,1,1000941
2568,359,42101,431,0,2122547
2749,307,48136,663,1,2389487
2963,354,45723,512,2,2738672
1717,333,44728,858,0,1551381
889,358,44545,675,0,846614
2509,315,44558,545,2,2407837
2969,340,48846,756,2,2734892
942,312,45041,405,2,1068586
905,322,49704,739,0,812296
1686,311,44000,893,2,1743532
1227,326,42948,507,1,1159530
2128,321,43568,470,1,1891458
2695,331,49510,739,2,2497007
2794,356,46936,499,1,2522563
1116,348,44053,726,1,1126648
2786,326,45005,432,0,2309262
1434,301,42193,542,2,1551595
2725,344,42741,643,1,2412232
2856,332,49304,616,2,2598507
2239,325,45906,833,2,2233643
1352,327,44959,453,1,1293843
1515,318,46568,991,1,1535144
2087,342,44263,550,0,1816070
2513,304,45420,454,0,2187922
2683,332,44923,916,0,2298994
1907,319,45254,847,1,1872696
2141,329,45239,434,0,1745888
910,344,45865,518,2,1012617
1050,307,42037,596,0,933922
2854,337,43698,965,0,2490367
1258,316,46566,913,0,1171945
1907,343,48595,993,2,2009759
1007,300,46026,821,2,1215407
1699,302,47609,916,1,1661529
821,345,45213,538,0,742262
1209,325,47108,443,2,1346828
1694,330,43783,618,2,1704596
1314,307,43966,967,2,1451807
1608,342,42102,657,1,1532306
1673,358,47830,912,1,1632388
813,345,47831,776,1,969938
1770,307,42041,688,0,1629671
2934,334,44994,869,2,2695902
2360,338,45218,502,1,2077207
2124,327,48209,548,1,1899850
2066,350,44990,483,2,1987392
2969,303,46288,425,2,2729881
1549,356,45369,574,0,1307684
1484,315,43061,821,0,1319137
2727,312,44549,745,0,2333475
1494,319,43676,701,1,1482405
1106,350,45689,697,1,1099220
2789,304,49595,534,2,2538856
1461,354,48807,454,0,1246107
1348,336,48495,455,2,1428925
1111,319,45997,773,0,1058472
1882,323,42325,987,0,1686947
2537,335,49205,738,0,2140053
1554,333,43120,856,0,1415559
834,357,42107,754,2,1026862
1244,344,44678,531,2,1365433
2940,347,48294,892,1,2703488
2782,353,47193,953,0,2379415
2030,333,49224,509,2,1996600
1152,318,49021,981,0,1174231
1702,316,42334,525,0,1460081
2155,304,49419,695,1,2021038
2548,324,48038,578,1,2235396
958,317,44039,596,2,1126136
2777,359,42803,500,2,2665091
1756,354,43848,972,1,1732812
2871,352,42766,582,2,2617987
1203,349,47373,408,2,1200497
1315,307,47504,812,1,1338606
2187,326,45527,965,0,2013347
1755,314,44306,503,0,1489262
2999,344,44829,525,1,2652930
2512,312,43488,945,0,2205382
1407,315,46129,669,0,1259839
2073,321,45566,865,1,1976471
2335,319,44373,517,2,2097127
2241,312,42836,491,1,2001316
2597,319,45309,884,1,2424233
1094,301,48834,486,0,983093
1554,334,48120,633,1,1491662
2194,346,47735,523,0,1875237
985,354,45612,602,1,1126292
2069,318,46834,431,2,1981225
1436,344,47585,756,0,1258155
2091,336,44791,862,1,1923181
1329,357,47423,950,0,1280489
2868,353,47981,493,1,2578341
1593,305,48990,921,1,1611804
2947,313,46212,807,1,2688889
1277,303,49374,499,0,1084999
2422,321,45983,643,0,2118387
1739,350,45768,457,2,1667787
1325,354,43504,756,2,1427249
801,338,48793,890,2,1083083
1174,335,44450,719,2,1275763
1352,333,45044,418,1,1214340
2325,326,44033,756,0,2013498
2651,306,43699,516,1,2349722
1180,302,48019,535,0,1105047
2446,346,47706,695,0,2073415
813,332,44280,924,1,928522
1303,301,49072,500,1,1273118
2808,341,43307,779,0,2450871
929,315,44527,554,2,1084347
1637,324,45838,993,2,1721656
2840,359,42975,999,0,2457071
827,314,44056,504,1,926862
2913,323,46810,925,1,2696908
2052,314,48021,527,0,1738279
1060,330,44426,800,1,1105222
2846,313,49984,971,0,2525831
2272,353,45674,928,0,2033781
2247,313,44428,956,0,2037987
1259,305,46939,949,1,1330494
1100,313,45733,523,2,1223809
1429,316,42359,759,0,1294675
1069,317,44223,463,1,968173
2793,319,42484,501,2,2564464
2428,350,43428,960,0,2190739
2601,316,44080,676,2,2450499
1661,315,47584,626,1,1537208
2080,339,42695,422,2,1940679
2980,338,48300,463,2,2821184
2599,351,46660,556,1,2330204
2506,331,47927,789,0,2066555
1375,359,42201,548,1,1303058
2803,343,45857,762,1,2505683
2107,308,43198,863,0,1816001
2756,326,43267,798,0,2378534
2820,345,49436,804,1,2514347
2455,351,44970,531,0,2102039
2379,332,47565,596,0,2029516
2647,309,42073,434,1,2289055
2190,316,42095,819,1,2018867
2542,348,47992,776,1,2353352
2725,348,46268,798,1,2464830
1419,335,48018,619,2,1469792
2074,316,45477,916,2,2080309
1756,317,44202,982,0,1621390
2739,351,49350,741,2,2506556
1768,322,49490,815,2,1832776
2116,333,48432,855,2,2054075
1843,307,42257,696,0,1616047
1081,312,45658,730,2,1155286
2966,322,48317,738,1,2682429
1858,356,46425,697,1,1754475
997,353,47350,711,0,976427
1882,319,44806,982,0,1763120
1984,321,49163,454,0,1740085
1808,346,46256,933,2,1819710
2029,351,42185,504,0,1746374
1835,322,42142,574,0,1598821
1289,340,45353,693,0,1182305
1075,334,49050,950,1,1131379
2039,302,42639,774,0,1876615
2074,333,45749,849,1,2000933
925,332,44074,844,1,1051978
1016,345,49413,459,0,994631
2008,316,49654,791,0,1809087
2046,344,49814,789,2,2001626
1718,318,45968,611,0,1496022
2117,329,42201,934,0,1920356
2998,322,45092,639,0,2477902
2461,314,47710,887,0,2210005
1107,358,48813,521,0,931157
